case_id,brand_name,brand_author_id,latest_customer_tweet_id,brand_reply_tweet_id,created_at,latest_customer_text,historical_brand_reply,conversation_context,source_tweet_ids,context_turn_count,gold_intent,gold_secondary_intent,gold_should_escalate,gold_escalation_reason,gold_reply_notes,labeler,label_version
twcs_2595,AmazonHelp,AmazonHelp,2598,2595,Tue Oct 31 19:52:08 +0000 2017,@AmazonHelp Multiple calls to call amazon call center with zero resolution and never a promised call back.,@116325 Can you tell us what insight / advice was provided with when you spoke with us last? We'd like to help if we can. ^BG,"CUSTOMER: Rapidly losing faith in @115821 and their #esl CS ability to solve problems. No resolutions or follow ups.
BRAND: @116325 Sorry for the poor experience. Without giving any account information, could you tell us what's going on? We'd love top help! ^MH
CUSTOMER: @AmazonHelp Multiple calls to call amazon call center with zero resolution and never a promised call back.",2602|2599|2598|2595,3,complaint_followup,,true,"The customer reports multiple calls with no resolution and no promised callback, indicating an unresolved support issue that requires human follow-up. Avoid promising a callback or specific resolution.","Acknowledge the customer's frustration with repeated calls and lack of resolution or callback, and ask what advice was previously provided so the issue can be investigated, consistent with the historical response. Avoid promising a callback or specific resolution.",human,v1
twcs_2599,AmazonHelp,AmazonHelp,2602,2599,Tue Oct 31 19:21:37 +0000 2017,Rapidly losing faith in @115821 and their #esl CS ability to solve problems. No resolutions or follow ups.,"@116325 Sorry for the poor experience. Without giving any account information, could you tell us what's going on? We'd love top help! ^MH",CUSTOMER: Rapidly losing faith in @115821 and their #esl CS ability to solve problems. No resolutions or follow ups.,2602|2599,1,complaint_followup,,true,The customer reports losing confidence in customer service because their problems have not been resolved and there has been no follow-up. This requires human review. Avoid promising a callback or specific resolution.,"Acknowledge the customer's frustration with the lack of resolution and follow-up, and ask them to provide more information about the issue without requesting account or personal details publicly, consistent with the historical response. Avoid assuming the underlying problem or promising a specific resolution.",human,v1
twcs_3654,AmazonHelp,AmazonHelp,3655,3654,Wed Nov 22 10:02:47 +0000 2017,"just noticed I paid £4.95 delivery on Amazon simply because I did not select the FREE delivery option, after I spent enough to qualify... what a RIP OFF, why is it not free automatically when qualifying @115830","@116586 Hi, you can edit your order at any time before it enters the dispatch process. To do this please check out our help page: https://t.co/wRa3FyXyBb ^KI","CUSTOMER: just noticed I paid £4.95 delivery on Amazon simply because I did not select the FREE delivery option, after I spent enough to qualify... what a RIP OFF, why is it not free automatically when qualifying @115830",3655|3654,1,order_issue,delivery_issue,false,,"Acknowledge the customer's concern about being charged £4.95 delivery despite qualifying for free delivery and explain only supported order-edit options, consistent with the historical response. Avoid promising a delivery-charge refund or assuming the customer was automatically eligible for free delivery.",human,v1
twcs_3722,AmazonHelp,AmazonHelp,3724,3722,Tue Oct 31 23:04:13 +0000 2017,@AmazonHelp There was only one costing a lot more than £20 and  FBA -stating eligibility !,"@116610 We'd like to take a look into this with you. When you have a moment, please reach out to us here: https://t.co/qy3J24VGxb ^AC","CUSTOMER: @115830 Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?
BRAND: @116610 Is everything in your basket eligible? You can find more info here: https://t.co/d1x19RiAXm Let us know if this helps! ^EB
CUSTOMER: @AmazonHelp There was only one costing a lot more than £20 and  FBA -stating eligibility !",3726|3725|3724|3722,3,delivery_issue,order_issue,true,The customer says an item appears eligible for free delivery but only a paid delivery option is offered. This requires checking the order and delivery eligibility details. Avoid promising free delivery or a refund.,"Acknowledge the discrepancy between the stated free-delivery eligibility and the available paid option, and direct the customer to support for investigation, consistent with the historical response. Avoid assuming eligibility or promising a refund.",human,v1
twcs_3725,AmazonHelp,AmazonHelp,3726,3725,Tue Oct 31 22:53:28 +0000 2017,@115830 Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?,@116610 Is everything in your basket eligible? You can find more info here: https://t.co/d1x19RiAXm Let us know if this helps! ^EB,CUSTOMER: @115830 Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?,3726|3725,1,delivery_issue,order_issue,false,,"Acknowledge the customer's concern about being offered only a £4.75 standard delivery option despite the item being shown as eligible for free delivery. Ask whether everything in the basket is eligible and point to the relevant delivery information, consistent with the historical response. Avoid promising free delivery or a refund.",human,v1
twcs_3727,AmazonHelp,AmazonHelp,3729,3727,Tue Oct 31 22:34:33 +0000 2017,@AmazonHelp i reset my password 3 times and it still says incorrect you gotta be shitting me,@116611 I'm sorry for the trouble! Have you tried the steps outlined here? https://t.co/POJ37mWiEk ^LA,CUSTOMER: @AmazonHelp i reset my password 3 times and it still says incorrect you gotta be shitting me,3729|3727,1,account_issue,,true,"The customer has reset their password multiple times but still cannot access the account, indicating an unresolved account access issue that may require human investigation. Avoid requesting passwords or other sensitive account information publicly.","Acknowledge the repeated password-reset failure and frustration, and provide or point to the supported account-access troubleshooting steps consistent with the historical response. Avoid asking for the customer's password or other sensitive information, and avoid promising that a specific step will resolve the issue.",human,v1
twcs_3731,AmazonHelp,AmazonHelp,3733,3731,Tue Oct 31 22:57:48 +0000 2017,"@AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked...",@116612 I'm sorry your account is locked! Please reach out directly to us here: https://t.co/jzvkhdlrK5 so we can take a closer look. ^TN,"CUSTOMER: @AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked...",3733|3731,1,account_issue,,true,"The customer's account is locked and they have not received the expected email to unlock it, requiring human investigation. Avoid requesting passwords or other sensitive account information publicly.","Acknowledge that the account is locked and the customer has not received the unlock email, then direct them to the supported support channel so the account can be investigated, consistent with the historical response. Avoid asking for passwords or other sensitive information and avoid promising when the account will be unlocked.",human,v1
twcs_3734,AmazonHelp,AmazonHelp,3732,3734,Tue Oct 31 23:29:03 +0000 2017,@AmazonHelp I can’t log in because it’s locked.,"@116612 The link ^TN provided will allow you to contact us without signing in! Select ""skip log in"" and you'll be in touch in no time! ^VB","CUSTOMER: @AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked...
BRAND: @116612 I'm sorry your account is locked! Please reach out directly to us here: https://t.co/jzvkhdlrK5 so we can take a closer look. ^TN
CUSTOMER: @AmazonHelp I can’t log in because it’s locked.",3733|3731|3732|3734,3,account_issue,,false,,"Acknowledge that the customer cannot log in because the account is locked, and provide the supported contact path from the historical reply, including using the previously provided link and selecting ""skip log in."" Avoid requesting passwords or other sensitive information and avoid promising a specific unlock time.",human,v1
twcs_3735,AmazonHelp,AmazonHelp,3737,3735,Tue Oct 31 22:54:07 +0000 2017,@AmazonHelp Warum ist es mir (und scheinbar auch ein paar anderen) nicht möglich per Bankeinzug zu bezahlen?,@116613 Hier findest du alle Infos darüber: https://t.co/FSmvkW0SJB ^AS,CUSTOMER: @AmazonHelp Warum ist es mir (und scheinbar auch ein paar anderen) nicht möglich per Bankeinzug zu bezahlen?,3737|3735,1,refund_payment,,false,,"Acknowledge the customer's issue with paying by bank debit and provide the relevant supported payment-method information, consistent with the historical response. Avoid assuming why the payment method is unavailable or promising that it can be enabled.",human,v1
twcs_3738,AmazonHelp,AmazonHelp,3736,3738,Tue Oct 31 23:13:39 +0000 2017,@AmazonHelp Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine,"@116613 Du hast die Möglichkeit, Amazon.de Geschenkkarten aus dem stationären Handel für deine Bestellungen einzulösen. Gruß ^DS","CUSTOMER: @AmazonHelp Warum ist es mir (und scheinbar auch ein paar anderen) nicht möglich per Bankeinzug zu bezahlen?
BRAND: @116613 Hier findest du alle Infos darüber: https://t.co/FSmvkW0SJB ^AS
CUSTOMER: @AmazonHelp Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine",3737|3735|3736|3738,3,refund_payment,,false,,Acknowledge that the customer wants an alternative way to pay and provide the supported option from the historical response: using Amazon.de gift cards purchased from physical retail stores. Avoid promising that other payment methods are available or assuming eligibility for a specific payment method.,human,v1
twcs_3739,AmazonHelp,AmazonHelp,3740,3739,Tue Oct 31 22:49:24 +0000 2017,"@AmazonHelp na ultima atualização da entrega do meu pedido, consta que não foi possível localizar o meu endereço, poderia ajudar?",@116614 Olá Georgiano. Sinto muito em saber disso. Por favor entre em contato com o nosso SAC no seguinte link: https://t.co/ouAOLcNWp4 ^JJ,"CUSTOMER: @AmazonHelp na ultima atualização da entrega do meu pedido, consta que não foi possível localizar o meu endereço, poderia ajudar?",3740|3739,1,delivery_issue,,true,The delivery could not be completed because the carrier was unable to locate the customer's address. Human support is needed to investigate the delivery issue. Avoid promising a new delivery attempt or specific resolution.,"Acknowledge that the delivery update says the address could not be located, apologize for the issue, and direct the customer to the supported customer-service channel for investigation, consistent with the historical response. Avoid promising a delivery date or assuming the address details are incorrect.",human,v1
twcs_3741,AmazonHelp,AmazonHelp,3742,3741,Tue Oct 31 22:59:06 +0000 2017,Thanks @116090 for ruining #Halloween - still no sign of the costume I ordered in Sept. Guess Rosie will just have to sit this one out. https://t.co/1tVEv5DZuM,"@116615 Not what we like to hear at all, Ramya! Was this shipped by us or a seller? You can check here: https://t.co/PyACxvY8Qo ^BL",CUSTOMER: Thanks @116090 for ruining #Halloween - still no sign of the costume I ordered in Sept. Guess Rosie will just have to sit this one out. https://t.co/1tVEv5DZuM,3742|3741,1,delivery_issue,,true,The customer reports that an order placed in September still has not arrived and the delay is affecting a time-sensitive occasion. Human support should investigate the shipment status. Avoid promising a delivery date or specific resolution.,"Acknowledge the frustration about the missing costume and the delay, then ask whether it was shipped by Amazon or a seller, consistent with the historical response. Avoid promising delivery by Halloween or assuming who is responsible for the shipment.",human,v1
twcs_3743,AmazonHelp,AmazonHelp,3744,3743,Tue Oct 31 22:42:37 +0000 2017,@AmazonHelp infórmese... no voy a perder más mi tiempo...,@116616 ¿Puedes explicarnos bien el inconveniente  y mandarnos los detalles en este enlace por favor? https://t.co/kUkXHFkYWd  ^JJ,"BRAND: @116616 David, te recomendamos no compartir informaciones personales por este medio, te sugerimos editar o eliminar este mensaje. (1/2)
CUSTOMER: @AmazonHelp infórmese... no voy a perder más mi tiempo...",3745|3744|3743,2,complaint_followup,,true,The customer is frustrated with the unresolved support interaction and is unwilling to continue spending time on it. Human review is appropriate to understand and resolve the underlying issue. Avoid requesting personal information publicly or promising a specific resolution.,"Acknowledge the customer's frustration and ask them to explain the underlying issue through the supported private channel, consistent with the historical response. Avoid requesting personal information publicly, assuming what the underlying problem is, or promising a specific resolution.",human,v1
twcs_3747,AmazonHelp,AmazonHelp,3749,3747,Tue Oct 31 22:51:34 +0000 2017,@116618 why your videos on Germany breaks too?,@116617 Have you already tried a restart? Kind regards ^NW,CUSTOMER: @116618 why your videos on Germany breaks too?,3749|3747,1,product_technical_issue,,false,,Acknowledge the video playback issue and suggest the supported troubleshooting step from the historical response: try restarting. Avoid assuming the exact cause or promising that restarting will resolve the issue.,human,v1
twcs_3750,AmazonHelp,AmazonHelp,3748,3750,Tue Oct 31 23:02:35 +0000 2017,"@AmazonHelp Many times, but still failing, and it happen with some show",@116617 Is this still ongoing? What devices are you using? ^AN,"CUSTOMER: @116618 why your videos on Germany breaks too?
BRAND: @116617 Have you already tried a restart? Kind regards ^NW
CUSTOMER: @AmazonHelp Many times, but still failing, and it happen with some show",3749|3747|3748|3750,3,product_technical_issue,,true,The customer reports that video playback is still failing despite multiple restart attempts and that the problem affects some shows. Further troubleshooting or investigation is needed. Avoid assuming the cause or promising a specific fix.,"Acknowledge that restarting has not resolved the issue and ask which devices are being used and whether the problem is still ongoing, consistent with the historical response. Avoid assuming the cause or promising a specific resolution.",human,v1
twcs_3752,AmazonHelp,AmazonHelp,3751,3752,Wed Nov 01 09:36:48 +0000 2017,@AmazonHelp Sadly yes,@116617 What devices are you using for Amazon Video? ^AN,"CUSTOMER: @116618 why your videos on Germany breaks too?
BRAND: @116617 Have you already tried a restart? Kind regards ^NW
CUSTOMER: @AmazonHelp Many times, but still failing, and it happen with some show
BRAND: @116617 Is this still ongoing? What devices are you using? ^AN
CUSTOMER: @AmazonHelp Sadly yes",3749|3747|3748|3750|3751|3752,5,product_technical_issue,,true,"The video playback problem is still ongoing despite previous troubleshooting, so further investigation is needed. The customer has already confirmed the issue persists. Avoid assuming the cause or promising a specific fix.","Acknowledge that the issue is still occurring and ask what device they are using for Amazon Video, consistent with the historical response. Avoid assuming the cause or promising a specific resolution.",human,v1
twcs_3754,AmazonHelp,AmazonHelp,3753,3754,Wed Nov 01 10:09:20 +0000 2017,"@AmazonHelp Mac book pro, with Chrome",@116617 In this case please contact my colleagues via: https://t.co/LFLW8z8jr2 They will help you! Regards ^DW,"BRAND: @116617 Have you already tried a restart? Kind regards ^NW
CUSTOMER: @AmazonHelp Many times, but still failing, and it happen with some show
BRAND: @116617 Is this still ongoing? What devices are you using? ^AN
CUSTOMER: @AmazonHelp Sadly yes
BRAND: @116617 What devices are you using for Amazon Video? ^AN
CUSTOMER: @AmazonHelp Mac book pro, with Chrome",3747|3748|3750|3751|3752|3753|3754,6,product_technical_issue,,true,"The video playback issue remains unresolved despite previous troubleshooting, and the customer has provided their device and browser details. Further technical investigation is needed. Avoid assuming the cause or promising a specific fix.","Acknowledge the ongoing video issue and direct the customer to the supported specialist contact channel for further assistance, consistent with the historical response. Avoid assuming the technical cause or promising a specific resolution.",human,v1
twcs_3755,AmazonHelp,AmazonHelp,3753,3755,Wed Nov 01 10:09:20 +0000 2017,"@AmazonHelp Mac book pro, with Chrome",@116617 Hi! I just wanted to ask if my colleagues could assist you? Regards ^TA,"BRAND: @116617 Have you already tried a restart? Kind regards ^NW
CUSTOMER: @AmazonHelp Many times, but still failing, and it happen with some show
BRAND: @116617 Is this still ongoing? What devices are you using? ^AN
CUSTOMER: @AmazonHelp Sadly yes
BRAND: @116617 What devices are you using for Amazon Video? ^AN
CUSTOMER: @AmazonHelp Mac book pro, with Chrome",3747|3748|3750|3751|3752|3753|3755,6,product_technical_issue,,true,"The video playback issue remains unresolved after previous troubleshooting, and the customer has already provided their device and browser details. Further technical assistance is needed. Avoid assuming the cause or promising a specific fix.","Acknowledge the ongoing issue and direct the customer to the appropriate support colleagues for further technical assistance, consistent with the historical response. Avoid assuming the technical cause or promising a specific resolution.",human,v1
twcs_3757,AmazonHelp,AmazonHelp,3756,3757,Thu Nov 02 10:31:10 +0000 2017,"@AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",@116617 Changing language is just a simple click: https://t.co/CXXk5VglR4 You can reach our support here: https://t.co/aAfOxTGpe1 ^UK,"BRAND: @116617 Is this still ongoing? What devices are you using? ^AN
CUSTOMER: @AmazonHelp Sadly yes
BRAND: @116617 What devices are you using for Amazon Video? ^AN
CUSTOMER: @AmazonHelp Mac book pro, with Chrome
BRAND: @116617 Hi! I just wanted to ask if my colleagues could assist you? Regards ^TA
CUSTOMER: @AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",3750|3751|3752|3753|3755|3756|3757,6,account_issue,,false,,Acknowledge the customer's difficulty accessing support in their current language and provide the supported language-change and support-contact options from the historical response. Avoid assuming the customer must change language or promising an alternative contact method that is not supported by the evidence.,human,v1
twcs_3758,AmazonHelp,AmazonHelp,3759,3758,Tue Oct 31 21:40:54 +0000 2017,@115830 you pay for prime expecting next day delivery. Then receive 2 emails half hr apart 'failed delivery' but your sitting at home 😡,"@116619  I'm sorry your parcel wasn't delivered. Please reach us here: https://t.co/XRh1cqD2lT, so we can look into this with you. ^MO",CUSTOMER: @115830 you pay for prime expecting next day delivery. Then receive 2 emails half hr apart 'failed delivery' but your sitting at home 😡,3759|3758,1,delivery_issue,prime_subscription,true,The customer reports a failed delivery despite being available at home and receiving multiple failed-delivery notifications. Human support should investigate the delivery attempt. Avoid promising a new delivery date or specific resolution.,"Acknowledge the failed delivery and the customer's frustration, and direct them to the supported contact channel so the delivery can be investigated, consistent with the historical response. Avoid promising next-day delivery, assuming why the delivery failed, or guaranteeing a resolution.",human,v1
twcs_4787,AmazonHelp,AmazonHelp,4788,4787,Tue Oct 31 23:18:00 +0000 2017,So sad @AmazonHelp @115830 ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime,@116830 Oh no! Did we miss the expected delivery date from your confirmation e-mail here: https://t.co/OmqrPtDrzj Please let us know. ^KL,CUSTOMER: So sad @AmazonHelp @115830 ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime,4788|4787,1,delivery_issue,prime_subscription,true,The customer reports that the delivery has failed for two consecutive days and the expected delivery status needs to be investigated. Human support should review the shipment. Avoid promising a delivery date or specific resolution.,"Acknowledge the repeated failed delivery and frustration, and ask whether the expected delivery date shown in the confirmation email has been missed, consistent with the historical response. Avoid promising delivery by a particular date or assuming the reason for the delay.",human,v1
twcs_4828,AmazonHelp,AmazonHelp,4829,4828,Tue Oct 31 22:59:05 +0000 2017,@115830  website impossible to navigate - all I want to do is email about a faulty item - 20 min going round in circles. Infuriating 😡😡😡,"@116845 I'm sorry for the trouble! Let's go over your available options here:  https://t.co/JzP7hlA23B
^LL",CUSTOMER: @115830  website impossible to navigate - all I want to do is email about a faulty item - 20 min going round in circles. Infuriating 😡😡😡,4829|4828,1,product_technical_issue,complaint_followup,true,"The customer reports a faulty item and has been unable to reach support after spending 20 minutes navigating the website. Human assistance is appropriate to address the faulty-item issue and support-access difficulty. Avoid promising a replacement, refund, or specific resolution.","Acknowledge the frustration with the website and faulty item, and provide the supported options for getting help, consistent with the historical response. Avoid assuming the exact fault or promising a replacement or refund.",human,v1
twcs_4830,AmazonHelp,AmazonHelp,4831,4830,Tue Oct 31 22:42:55 +0000 2017,"@115833, hi, I've bought an Amazon echo for for a present do they also need an Amazon alexa?",@116846 Alexa is a free download you will need to set-up your new Amazon Echo! You can learn more here: https://t.co/f8fHTB1Gs5 ^BN,"CUSTOMER: @115833, hi, I've bought an Amazon echo for for a present do they also need an Amazon alexa?",4831|4830,1,product_technical_issue,,false,,"Acknowledge the customer's question about setting up an Amazon Echo and explain, consistent with the historical response, that Alexa is a free download needed to set up the Echo. Avoid adding unsupported setup requirements or promising anything beyond the available evidence.",human,v1
twcs_4832,AmazonHelp,AmazonHelp,4834,4832,Tue Oct 31 23:12:07 +0000 2017,@115821 Apparently if you preorder something then move and update your address the preorder doesn't update automagically.  #lessonlearned?,"@116847 Uh oh! If you can't recover it, please reach out to us here and we'll see what options are available: https://t.co/VoPytkt92p ^MB","CUSTOMER: .@115821 said they delivered #ADSOM but it's not there.  Yet another annoying thing to deal with today 😢
CUSTOMER: @115821 Apparently if you preorder something then move and update your address the preorder doesn't update automagically.  #lessonlearned?",4835|4834|4832,2,package_not_received,order_issue,true,"The customer says the preorder was marked as delivered but is not at their current location after an address change. Human support should investigate the delivery and available options. Avoid promising recovery, replacement, or refund.","Acknowledge that the preorder appears to have been delivered to the wrong/previous address and direct the customer to the supported contact channel to investigate available options, consistent with the historical response. Avoid assuming the exact delivery location or promising a replacement or refund.",human,v1
twcs_4836,AmazonHelp,AmazonHelp,4838,4836,Wed Nov 22 10:30:10 +0000 2017,"@116313 注文した覚えのないものが届きました。
家族も誰も何もしていません。
勝手にレビューも書いてたり、ギフト券も購入してる様子。
今パニック状態なのですが、どこに連絡すればよいのでしょうか？","@116848 アマゾンです。重ねてのご案内となりますが、カスタマーサービスにて状況を確認させていただきます。こちらからお問い合わせください。https://t.co/NtNAX2Qh2u  
サインインが出来ない場合は、フリーダイヤル：0120-999-373へ直接ご連絡ください。ET","CUSTOMER: ビッグセール「#サイバーマンデー 」が12月8日18時より開催決定！
家電、ファッションなど多くの人気商品を今年最安値で在庫を豊富にご用意。プライム会員なら一部「特選タイムセール」がさらに割引。今年最後の大セールをお見逃しなく。 https://t.co/eT1baAq9Y4
CUSTOMER: @116313 注文した覚えのないものが届きました。
家族も誰も何もしていません。
勝手にレビューも書いてたり、ギフト券も購入してる様子。
今パニック状態なのですが、どこに連絡すればよいのでしょうか？",4840|4838|4836,2,account_issue,,true,"The customer reports multiple unauthorized account activities, including an unrecognized order, reviews, and gift-card purchases. This indicates a potentially compromised account and requires urgent human investigation. Avoid requesting passwords, payment details, or other sensitive information publicly.","Acknowledge the customer's concern and direct them to the supported customer-service contact channel, with the historical response also providing a phone option if they cannot sign in. Avoid requesting sensitive account or payment information publicly and avoid assuming the exact cause of the unauthorized activity.",human,v1
twcs_4839,AmazonHelp,AmazonHelp,4837,4839,Wed Nov 22 11:59:26 +0000 2017,"@AmazonHelp アカウント凍結して不正アクセスを調べてもらうことになりました。
ありがとうございました。",@116848 恐れ入ります。調査結果を今しばらくお待ちくださいますようお願いいたします。リプライありがとうございました。　SM,"CUSTOMER: ビッグセール「#サイバーマンデー 」が12月8日18時より開催決定！
家電、ファッションなど多くの人気商品を今年最安値で在庫を豊富にご用意。プライム会員なら一部「特選タイムセール」がさらに割引。今年最後の大セールをお見逃しなく。 https://t.co/eT1baAq9Y4
CUSTOMER: @116313 注文した覚えのないものが届きました。
家族も誰も何もしていません。
勝手にレビューも書いてたり、ギフト券も購入してる様子。
今パニック状態なのですが、どこに連絡すればよいのでしょうか？
BRAND: @116848 アマゾンです。重ねてのご案内となりますが、カスタマーサービスにて状況を確認させていただきます。こちらからお問い合わせください。https://t.co/NtNAX2Qh2u  
サインインが出来ない場合は、フリーダイヤル：0120-999-373へ直接ご連絡ください。ET
CUSTOMER: @AmazonHelp アカウント凍結して不正アクセスを調べてもらうことになりました。
ありがとうございました。",4840|4838|4836|4837|4839,4,complaint_followup,account_issue,false,,"Acknowledge the customer's update and thanks, and indicate that they should wait for the investigation results, consistent with the historical response. Avoid requesting additional sensitive information or promising a specific investigation outcome or timeline.",human,v1
twcs_4846,AmazonHelp,AmazonHelp,4850,4846,Tue Oct 31 23:12:08 +0000 2017,"@AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX","@116849 I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5 ^WT","BRAND: @116849 Please reach out to us directly here: https://t.co/jzvkhdlrK5 We'd love to help get you logged in! ^TN
CUSTOMER: @AmazonHelp no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU
BRAND: @116849 I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated! ^MH
CUSTOMER: @AmazonHelp no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating
BRAND: @116849 I'm so sorry for the frustration, Luis. We should absolutely be able to help! Please contact us using the link TN provided. ^SD
CUSTOMER: @AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX",4856|4855|4854|4853|4852|4850|4846,6,account_issue,return_cancellation,true,"The customer cannot access their account because the 2-step verification code is not being received despite multiple support attempts, and they are now requesting account closure. Human support is required to handle the unresolved account-access and closure request. Avoid requesting authentication codes, passwords, or other sensitive information publicly.","Acknowledge the unresolved sign-in problem and the customer's request to close the account, and direct them to the supported account-support channel because Twitter cannot access the account, consistent with the historical response. Avoid requesting passwords or verification codes publicly and avoid promising that the account can be closed immediately.",human,v1
twcs_4851,AmazonHelp,AmazonHelp,4849,4851,Thu Nov 02 15:04:55 +0000 2017,"@AmazonHelp how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me https://t.co/jhzCjY2bOw",@116849 We want our team to investigate this further with you. Please reach out to us using the secure link: https://t.co/m1LX91jiEQ,"BRAND: @116849 I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated! ^MH
CUSTOMER: @AmazonHelp no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating
BRAND: @116849 I'm so sorry for the frustration, Luis. We should absolutely be able to help! Please contact us using the link TN provided. ^SD
CUSTOMER: @AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX
BRAND: @116849 I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5 ^WT
CUSTOMER: @AmazonHelp how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me https://t.co/jhzCjY2bOw",4854|4853|4852|4850|4846|4849|4851,6,complaint_followup,account_issue,true,"The customer reports repeated unsuccessful attempts to get help through multiple support channels and remains unable to resolve the account-access issue. Human investigation is required. Avoid requesting passwords, verification codes, or other sensitive information publicly.","Acknowledge the repeated difficulty getting help and direct the customer to the secure support link for further investigation, consistent with the historical response. Avoid requesting sensitive information publicly or promising a specific resolution.",human,v1
twcs_4852,AmazonHelp,AmazonHelp,4853,4852,Tue Oct 31 17:55:09 +0000 2017,"@AmazonHelp no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating","@116849 I'm so sorry for the frustration, Luis. We should absolutely be able to help! Please contact us using the link TN provided. ^SD","BRAND: @116849 Sorry you're having problems logging in. Please let us know which Amazon site you are using (.com .es). Thanks. ^SE
CUSTOMER: @AmazonHelp USAs Amazon. Com
BRAND: @116849 Please reach out to us directly here: https://t.co/jzvkhdlrK5 We'd love to help get you logged in! ^TN
CUSTOMER: @AmazonHelp no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU
BRAND: @116849 I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated! ^MH
CUSTOMER: @AmazonHelp no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating",4858|4857|4856|4855|4854|4853|4852,6,account_issue,,true,"The customer cannot receive the 2-step verification code despite trying both text and phone support, and the login problem remains unresolved. Human assistance is needed to investigate the account-access issue. Avoid requesting passwords or verification codes publicly.","Acknowledge the frustration with the missing 2-step verification code and direct the customer to the supported support link for assistance, consistent with the historical response. Avoid requesting passwords or verification codes publicly and avoid promising that 2-step verification can be disabled.",human,v1
twcs_4854,AmazonHelp,AmazonHelp,4855,4854,Tue Oct 31 13:47:53 +0000 2017,"@AmazonHelp no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU",@116849 I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated! ^MH,"CUSTOMER: @AmazonHelp Im not receiving 2step code by text or call in my smartphone can't log in into my account already got help by phone with no luck
BRAND: @116849 Sorry you're having problems logging in. Please let us know which Amazon site you are using (.com .es). Thanks. ^SE
CUSTOMER: @AmazonHelp USAs Amazon. Com
BRAND: @116849 Please reach out to us directly here: https://t.co/jzvkhdlrK5 We'd love to help get you logged in! ^TN
CUSTOMER: @AmazonHelp no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU",4859|4858|4857|4856|4855|4854,5,account_issue,,true,"The customer cannot receive the 2-step verification code despite trying both text and phone support, and the account remains inaccessible. Human assistance is needed to investigate the account-access issue. Avoid requesting passwords or verification codes publicly.","Acknowledge the frustration and the failed attempts to receive the verification code, then direct the customer to the secure support channel for further account investigation, consistent with the historical response. Avoid requesting sensitive account information publicly or promising that 2-step verification can be disabled.",human,v1
